step             energy density          mag density             duration
528              -1.0313524E+00        1.6040039E-01        3.5974900E-04
536              -1.0152087E+00        1.5307617E-01        3.6062100E-04
544              -1.0273954E+00       -1.5551758E-01        1.0065800E-04
552              -1.0273396E+00        6.9580078E-02        5.0168700E-04
560              -1.0445005E+00       -1.5161133E-01        4.0946300E-04
568              -1.0361692E+00       -1.0034180E-01        5.0211300E-04
576              -1.0386056E+00        1.8798828E-02        3.3209400E-04
584              -1.0088052E+00        5.8593750E-02        5.0673700E-04
592              -9.8878564E-01        1.8066406E-01        4.7199800E-04
600              -9.9859696E-01        1.6723633E-01        5.0591700E-04
608              -1.0029661E+00        4.6386719E-02        5.1236900E-04
616              -9.9710673E-01        6.6650391E-02        5.0195500E-04
624              -1.0151224E+00        6.3720703E-02        4.9919500E-04
632              -1.0498360E+00        8.3496094E-02        4.6984600E-04
640              -1.0595813E+00       -1.7822266E-02        3.7687600E-04
648              -1.0225532E+00        1.1914062E-01        4.4004000E-04
656              -1.0015673E+00        5.1269531E-02        4.8723700E-04
664              -1.0097716E+00        8.4228516E-02        5.1713300E-04
672              -1.0328426E+00       -1.1596680E-01        2.9663700E-04
680              -1.0338040E+00       -2.1484375E-02        5.1125000E-04
688              -1.0280055E+00        1.1401367E-01        1.9415200E-04
696              -1.0154016E+00        3.7524414E-01        6.6021000E-05
704              -1.0295211E+00       -1.4404297E-02        1.0044500E-04
712              -1.0216071E+00        3.2885742E-01        5.3431900E-04
720              -1.0323442E+00       -2.3071289E-01        1.9762500E-04
728              -1.0225583E+00        2.4414062E-03        4.2321500E-04
736              -9.9717273E-01        1.7138672E-01        4.7636800E-04
744              -1.0298622E+00       -5.9326172E-02        1.1378600E-04
752              -1.0361845E+00       -5.3222656E-02        3.9133600E-04
760              -1.0181130E+00       -1.4282227E-01        4.9433000E-04
768              -1.0220903E+00        6.7626953E-02        5.1434400E-04
776              -1.0200610E+00       -9.1796875E-02        3.2433100E-04
784              -1.0054634E+00       -1.9311523E-01        4.8663700E-04
792              -1.0093595E+00       -8.1298828E-02        1.2416900E-04

total thermalization time is  3.0121426E-01      

