step             energy density          mag density             duration
280              -1.5520582E+00       -1.4648438E-03        6.8062400E-04
288              -1.5430200E+00       -7.3242188E-04        3.3313400E-04
296              -1.5469211E+00       -2.4414062E-04        3.3622500E-04
304              -1.5532942E+00        5.1269531E-03        4.8200000E-04
312              -1.5542200E+00        1.7089844E-03        4.0632200E-04
320              -1.5427910E+00        6.3476562E-03        3.3769000E-04
328              -1.5471856E+00        4.8828125E-04        3.4355100E-04
336              -1.5340375E+00        0.0000000E+00        3.6756600E-04
344              -1.5503492E+00        2.4414062E-04        3.3842200E-04
352              -1.5559594E+00        1.4648438E-03        3.4762000E-04
360              -1.5535078E+00       -9.7656250E-04        3.4659000E-04
368              -1.5503696E+00       -1.7089844E-03        3.5378500E-04
376              -1.5473739E+00       -2.4414062E-04        3.2705900E-04
384              -1.5393629E+00       -7.3242188E-03        3.6640000E-04
392              -1.5511020E+00       -2.9296875E-03        3.3492200E-04
400              -1.5583957E+00        1.4648438E-03        3.4981400E-04
408              -1.5513258E+00       -1.7089844E-03        5.0244500E-04
416              -1.5515649E+00        4.8828125E-04        3.6797500E-04
424              -1.5547438E+00        7.3242188E-04        3.2752400E-04
432              -1.5469211E+00        2.6855469E-03        3.2405800E-04
440              -1.5571598E+00        2.6855469E-03        3.4946400E-04
448              -1.5461887E+00       -1.9531250E-03        3.5878300E-04
456              -1.5449731E+00       -1.7089844E-03        3.3664100E-04
464              -1.5505477E+00        4.8828125E-03        3.3278700E-04
472              -1.5447594E+00        4.8828125E-04        3.9381600E-04
480              -1.5549828E+00        1.4648438E-03        3.9011200E-04
488              -1.5449782E+00       -3.1738281E-03        3.4961700E-04
496              -1.5498457E+00       -4.1503906E-03        3.6165900E-04
504              -1.5362043E+00       -5.6152344E-03        3.7450300E-04
512              -1.5469719E+00       -7.3242188E-04        3.7597500E-04
520              -1.5484063E+00        5.1269531E-03        3.9848700E-04
528              -1.5476535E+00        1.4648438E-03        4.2865800E-04
536              -1.5471399E+00        5.8593750E-03        4.5226400E-04
544              -1.5464278E+00       -2.6855469E-03        3.9369400E-04
552              -1.5432692E+00        3.4179688E-03        3.5540300E-04
560              -1.5569258E+00       -1.4648438E-03        3.7905100E-04
568              -1.5464836E+00       -2.4414062E-04        4.0347900E-04
576              -1.5547285E+00        1.7089844E-03        3.3708700E-04
584              -1.5418196E+00       -2.9296875E-03        3.4575900E-04
592              -1.5556797E+00       -3.6621094E-03        3.3855900E-04
600              -1.5522973E+00        7.3242188E-04        3.3844800E-04
608              -1.5507665E+00        7.3242188E-04        3.4087600E-04
616              -1.5527703E+00        2.4414062E-04        3.3184900E-04
624              -1.5479028E+00        2.1972656E-03        3.3218100E-04
632              -1.5586399E+00       -5.1269531E-03        3.3674300E-04
640              -1.5344852E+00        7.3242188E-03        3.6141800E-04
648              -1.5508172E+00        4.1503906E-03        3.7963500E-04
656              -1.5489301E+00       -7.3242188E-04        3.3601300E-04
664              -1.5528160E+00       -2.1972656E-03        3.6918100E-04
672              -1.5432996E+00       -4.8828125E-04        3.3545400E-04
680              -1.5459446E+00        7.3242188E-04        3.3473800E-04
688              -1.5396020E+00       -7.0800781E-03        3.3492000E-04
696              -1.5479332E+00        2.1972656E-03        4.3502200E-04
704              -1.5554407E+00        6.3476562E-03        3.3423300E-04
712              -1.5501153E+00       -2.4414062E-03        3.3627000E-04
720              -1.5479028E+00       -1.2207031E-03        3.3651200E-04
728              -1.5530450E+00       -1.4648438E-03        3.2607600E-04
736              -1.5420282E+00        1.2207031E-03        3.2356800E-04
744              -1.5498356E+00        5.1269531E-03        3.5369100E-04
752              -1.5447543E+00        2.9296875E-03        3.2349800E-04
760              -1.5428520E+00        1.9531250E-03        3.2520400E-04
768              -1.5425621E+00       -2.4414062E-04        3.4086100E-04
776              -1.5493828E+00       -2.6855469E-03        3.2571700E-04
784              -1.5425215E+00       -6.1035156E-03        3.2583600E-04
792              -1.5374301E+00        1.9531250E-03        3.2614300E-04

total thermalization time is  2.6371398E-01      

