field                      energy     energy error    magnetization        mag error       ene binder       mag binder
 3.6000000E+00     -3.7760797E+00    2.0276152E-03   -4.5272827E-03    1.0515485E-03    6.6659016E-01    8.4760321E-02
 3.7000000E+00     -3.8762371E+00    2.3985654E-03    6.2432861E-04    1.4178427E-03    6.6656529E-01    3.4285296E-01
 3.8000000E+00     -3.9881340E+00    3.5296108E-03    8.2914429E-03    7.4744805E-04    6.6645741E-01    2.7899583E-01
 3.9000000E+00     -4.0891671E+00    2.0676157E-03   -9.1746216E-03    1.4982699E-03    6.6659874E-01    1.8494868E-01
 4.0000000E+00     -4.1942345E+00    1.5380997E-03    2.6031494E-03    1.0274722E-03    6.6663098E-01    5.9028032E-02
 4.1000000E+00     -4.2970768E+00    1.8554971E-03   -3.7170410E-04    9.0171234E-04    6.6661717E-01   -1.4138907E-01
 4.2000000E+00     -4.3621558E+00    2.0683734E-03    2.4182068E-02    8.4763599E-04    6.6660697E-01    4.0352642E-01
 4.3000000E+00     -4.4832430E+00    1.3063620E-03    1.9028931E-03    6.3278141E-04    6.6664415E-01    2.5642446E-01
 4.4000000E+00     -4.5692710E+00    2.4103944E-03   -7.6399536E-03    8.4173563E-04    6.6659259E-01    1.9571628E-01
 4.5000000E+00     -4.6489820E+00    1.8970737E-03   -1.0670349E-02    8.9221255E-04    6.6662262E-01    1.5236942E-02
 4.6000000E+00     -4.7458972E+00    2.4337682E-03   -1.2032471E-03    8.4093884E-04    6.6659668E-01    1.8262124E-01
 4.7000000E+00     -4.8677963E+00    1.2592474E-03   -1.4128906E-02    7.0422325E-04    6.6664891E-01    3.2617753E-01
 4.8000000E+00     -4.9837924E+00    2.5477547E-03   -1.2488892E-02    7.0931239E-04    6.6659762E-01    1.4911593E-01
 4.9000000E+00     -5.0882656E+00    1.8842662E-03   -5.8821411E-03    6.2496375E-04    6.6663022E-01   -4.5831335E-02
 5.0000000E+00     -5.1962700E+00    1.8970938E-03    9.3906250E-03    6.8545181E-04    6.6663142E-01    1.3861591E-01
